Tweet_id,sentiment
1220022449607188481,Negative
1227323060417683458,Positive
1221881836089040897,Neutral
1221883939289272322,Neutral
1221883435570073601,Neutral
1221880309597249536,Positive
1221882664359276556,Negative
1221885265754624003,Neutral
1221881364645056517,Neutral
1221883858876076032,Neutral
1221885004797698050,Neutral
1226420696231956480,Neutral
1221884295968706568,Negative
1221882644050456580,Neutral
1221884080159150085,Neutral
1226408245260103680,Neutral
1221880684781981698,Positive
1221884432317145089,Negative
1221882062463852545,Neutral
1221871961791442945,Neutral
1221885176948629504,Neutral
1221884736081145856,Negative
1221769355433857024,Neutral
1221883133664092162,Negative
1221885044786106370,Neutral
1221873341948157952,Positive
1226426850638827520,Neutral
1221874307053301761,Negative
1227451858396090373,Neutral
1221881996261122053,Positive
1216116897776881674,Positive
1221880935689412608,Neutral
1221883456180891648,Positive
1227451470397820930,Positive
1221884054313881602,Neutral
1221883243261300737,Negative
1221883751199858690,Neutral
1221880885080924160,Neutral
1221882546889330690,Neutral
1221801160165797890,Negative
1221881714223525895,Neutral
1221881852966948865,Negative
1221881764383285248,Neutral
1223409098231832576,Negative
1226426667763191808,Neutral
1221883510287425536,Neutral
1221884407503622145,Neutral
1221883496349696000,Neutral
1221880706252648449,Neutral
1221882242898763778,Negative
1221884944575860737,Neutral
1221883976891215874,Neutral
1221883999834071041,Neutral
1226428475864702976,Neutral
1221881797342044162,Neutral
1221881609135194112,Negative
1221881814773587970,Positive
1221880892022501382,Neutral
1221881245900136451,Neutral
1221881401244626945,Neutral
1221884624131035138,Positive
1221883741070614528,Neutral
1228686162551869441,Neutral
1227452726768001025,Neutral
1221880322712834049,Positive
1221882363766022144,Neutral
1221668294522015746,Neutral
1221882944568090630,Negative
1221883326052667399,Positive
1221501517796192258,Neutral
1221882534050586624,Neutral
1221882204214767618,Neutral
1221884842792706048,Neutral
1221881442327724034,Negative
1221881449370083328,Neutral
1221884894793564161,Neutral
1221885170652979200,Neutral
1221717270231244800,Negative
1221884884991533056,Negative
1221882687096573953,Neutral
1221882870022709248,Neutral
1221882599892713474,Neutral
1221880332405952523,Neutral
1221882257666985985,Positive
1221884463619235841,Neutral
1226425943213907968,Neutral
1221883764894326784,Negative
1221304700395491328,Neutral
1221861501713244161,Neutral
1221881116233170944,Neutral
1221884718205063168,Negative
1221882815677173763,Neutral
1221883524489400321,Negative
1220990914816024577,Neutral
1221881153189285889,Neutral
1221884651217866753,Neutral
1221883787409330178,Positive
1221880405374197769,Negative
1226428917633994752,Neutral
1221881519792365575,Neutral
1221773649759350784,Neutral
1221882229099565056,Neutral
1221883741435584517,Negative
1221881686297907201,Positive
1221882847537123328,Neutral
1221884636411854849,Positive
1221881863490412544,Negative
1220992615811813378,Negative
1221882364793643010,Neutral
1221880435996856322,Positive
1221883864051863552,Positive
1221885183797932032,Positive
1221881853772279808,Negative
1221883020883496961,Neutral
1221884323370094595,Neutral
1221884123360452611,Positive
1226406978202804230,Neutral
1221884764761870337,Positive
1219702138403807232,Neutral
1221885146045079552,Negative
1224586487095840769,Neutral
1221697513545240577,Neutral
1221884234849189890,Negative
1221880624451067904,Neutral
1221885254450995203,Neutral
1221881322974650370,Neutral
1226409551714496513,Negative
1221882789785751552,Neutral
1221881888098455552,Neutral
1226409477949227008,Neutral
1221883112499634176,Neutral
1221881487542439936,Neutral
1221883677883367426,Neutral
1221882397609938945,Negative
1221884846122782720,Neutral
1221883619943297025,Neutral
1221881881592987656,Neutral
1221884545290719243,Neutral
1221880935194484737,Neutral
1221885025567662080,Neutral
1221884431851577350,Positive
1221881215529164807,Negative
1221133322585366528,Neutral
1221885150486724609,Neutral
1221884199982059520,Neutral
1226425443022254080,Positive
1221885011890262018,Positive
1221883406981718016,Negative
1221884453024358400,Negative
1221883165062631426,Positive
1221881380893810690,Neutral
1226428228274991104,Positive
1217898338953179138,Neutral
1221882405176385541,Neutral
1221882393549852675,Neutral
1221876921652346880,Neutral
1221884681127370754,Neutral
1221882807141703681,Positive
1226422771586097152,Positive
1221884380836253698,Negative
1224586767711514624,Neutral
1223448667010617344,Neutral
1221884769039941632,Neutral
1221885166773309441,Negative
1221866763039670272,Positive
1226407397230555136,Neutral
1221883158947336198,Neutral
1221882906173415427,Neutral
1221880897802330112,Positive
1221884581999194113,Negative
1221881544018669568,Negative
1221883177884704769,Neutral
1221881360970928128,Positive
1221884844352950272,Negative
1221880490371833858,Positive
1221881427010183169,Neutral
1221882700811984896,Positive
1221880904504827905,Neutral
1221881367719567360,Negative
1227326738683899907,Neutral
1221881910823129088,Negative
1221883856938328066,Neutral
1221885223794827267,Positive
1224763577913036800,Negative
1221884895951302656,Positive
1221882005820006400,Neutral
1221884346061262848,Neutral
1221157492673130504,Neutral
1221882634827190280,Negative
1221884957141979138,Negative
1221882854730293251,Neutral
1221883040315662338,Positive
1221880321991487489,Neutral
1223448512131751937,Neutral
1221884627612262400,Neutral
1221885069415022593,Neutral
1221882200188170241,Neutral
1221884994026688515,Neutral
1221880948633034752,Positive
1221885246188199939,Positive
1221776184800940032,Neutral
1226409597704994816,Neutral
1221876453702361089,Neutral
1221880549733781515,Neutral
1221883109018361860,Neutral
1221858800937906176,Neutral
1221881102756917250,Positive
1228686028212461568,Neutral
1220987138298261505,Neutral
1221882208895545346,Positive
1227326868124246017,Neutral
1221880933256744960,Neutral
1226427175794094080,Neutral
1221881231714983942,Negative
1221882551293423616,Neutral
1221829231971389440,Neutral
1221884034986520578,Neutral
1226422631521538048,Neutral
1221882882278465536,Neutral
1221880662078214144,Neutral
1221882845964181507,Negative
1221884323542052864,Negative
1227576931777904640,Positive
1226425223576260608,Neutral
1221883556458352640,Neutral
1226428255839891456,Neutral
1221882453893271553,Neutral
1221883599848427521,Neutral
1221881041574662146,Neutral
1221883065095671809,Positive
1221883402619629570,Neutral
1221662874394877952,Neutral
1221884000328994821,Positive
1218261545437868032,Neutral
1227576992100421632,Neutral
1221874916200534018,Neutral
1223409379317338112,Positive
1224586891145760768,Neutral
1221854929134006273,Positive
1221884693341179904,Neutral
1221883770489442305,Positive
1221878443056476160,Neutral
1221884858110181377,Neutral
1221883222101045249,Negative
1221775381289750528,Neutral
1221882280714686464,Neutral
1221884443230703617,Neutral
1218303211993473024,Neutral
1221880407198781441,Neutral
1221881689418489862,Neutral
1221883636259131392,Negative
1221737080147120128,Neutral
1221884199352840193,Negative
1221884383226925057,Neutral
1221883488724496385,Neutral
1221881408827936768,Neutral
1221882849332285442,Negative
1221510669180317699,Neutral
1221885048632287233,Neutral
1224766542707154944,Neutral
1221882913580572676,Neutral
1226426218590896128,Positive
1221884444698730497,Neutral
1227323136401694722,Neutral
1224587334278053889,Positive
1221884400796930053,Neutral
1221881768405499908,Neutral
1221884290671304708,Positive
1221883790236233729,Neutral
1221882277602430977,Positive
1221880880274251777,Neutral
1226408035045793793,Neutral
1221883211841785857,Negative
1221883811476185089,Negative
1221538459925524481,Neutral
1221883127771123713,Positive
1227451470850727942,Neutral
1221884637519208448,Neutral
1221882424927379463,Neutral
1221885136226209792,Neutral
1221881427052191744,Neutral
1227576934932062209,Positive
1221882705375309830,Neutral
1221882804272803843,Positive
1221884306408255488,Negative
1221884474033569792,Neutral
1221884736676814850,Neutral
1227576865185030144,Neutral
1219885647755927552,Neutral
1221881156712456196,Neutral
1221880344439410688,Neutral
1221882490496962566,Neutral
1221884672789090305,Positive
1221884331200860161,Neutral
1221881312371511296,Neutral
1221883991705497600,Positive
1221885222003888128,Neutral
1221882113726853121,Neutral
1221880464857862149,Neutral
1221827310443270144,Neutral
1221883765812879360,Neutral
1221884278243504129,Positive
1221883522648100864,Neutral
1221816076612390913,Neutral
1221884490735345664,Positive
1223558203889344512,Neutral
1221885021851701248,Neutral
1221883687601688581,Negative
1221885051790667781,Neutral
1221884501980319746,Positive
1220786858826915840,Negative
1221883514066554882,Neutral
1221880885022208003,Neutral
1221880927288201216,Neutral
1221880522735005701,Neutral
1221883478138068995,Neutral
1221884632624500739,Positive
1226410045811888129,Neutral
1221881681851883520,Positive
1221884441443930114,Positive
1221880996792078336,Neutral
1221882294635499520,Positive
1226427726099308545,Neutral
1221881356722081797,Positive
1221885119159590913,Negative
1221257726501756935,Positive
1221882288922861568,Neutral
1227322833333891079,Positive
1226408309013479424,Negative
1221884659350544385,Positive
1221882471681347584,Negative
1221549531701092352,Neutral
1221879705885986816,Negative
1226424098324172800,Neutral
1226427871461363713,Neutral
1227452093583306752,Positive
1221880515810164736,Positive
1221881897564942338,Neutral
1221880751110619139,Neutral
1221871488728555520,Neutral
1221882121289113601,Neutral
1221883434286624769,Neutral
1221882297458331649,Neutral
1221882971969478657,Negative
1221885084204224514,Neutral
1221883451516821506,Negative
1221882920115351553,Neutral
1221794067970961408,Neutral
1221884871817285638,Negative
1226420089320361984,Positive
1221884616669323264,Neutral
1221885200516427777,Neutral
1221884745270943744,Positive
1221884845892218885,Neutral
1221883504750927874,Neutral
1221883780115374083,Neutral
1226417312464621571,Positive
1221881185908989952,Neutral
1221881400909094913,Neutral
1221882929518870529,Negative
1221884317158248449,Neutral
1221881660007993345,Neutral
1221880747415478274,Neutral
1221881462594711552,Neutral
1226417107799330817,Neutral
1226417926078468097,Neutral
1221883434139901954,Neutral
1221882459052224513,Neutral
1226407361306398720,Positive
1221882623980646400,Positive
1227452260164214785,Neutral
1221880334658211848,Neutral
1221881610615820289,Positive
1221884013436112898,Positive
1221885014431948804,Neutral
1221882585539915777,Neutral
1221881456668160000,Neutral
1221881295187386368,Positive
1221881494995685378,Neutral
1221885028201791489,Negative
1221885204249350144,Neutral
1221884819812028417,Positive
1226429147095764993,Neutral
1221837005912465411,Negative
1221883102211067910,Negative
1221881528856301569,Neutral
1221885298067607552,Negative
1221885225992642561,Neutral
1221882127551213569,Neutral
1227577153501396995,Neutral
1221883675161382912,Neutral
1221881388242231296,Neutral
1221884549208137728,Neutral
1221881611391852549,Negative
1221885064939810818,Positive
1221882226540974080,Neutral
1221880319432974338,Neutral
1221869918825697280,Neutral
1226408163701907461,Neutral
1221884405075054592,Neutral
1221882057602863105,Positive
1221882246338162689,Neutral
1221883738897965056,Neutral
1226426117885657088,Neutral
1221881676961325057,Negative
1221883785647661056,Negative
1221882751160324096,Neutral
1221884659761602562,Neutral
1221882814238547969,Neutral
1221875046819516416,Positive
1219880816303640576,Neutral
1221883923057254402,Neutral
1221881346844479490,Positive
1221885293042786304,Negative
1221882213526114304,Negative
1221881295262842880,Neutral
1221882753928613891,Positive
1221884909263953922,Neutral
1221882185902448640,Neutral
1226428678164402176,Neutral
1221881472891658246,Positive
1226419904284372994,Negative
1221628736883347456,Neutral
1221881361528696834,Neutral
1226419802564169733,Neutral
1221883092811599872,Positive
1226420172518498304,Neutral
1221880862515638272,Neutral
1221879802971541506,Neutral
1221881640701644802,Positive
1221883214857416715,Positive
1221882152171855873,Positive
1227576995615313920,Neutral
1221881015519543301,Neutral
1221882581190348801,Positive
1221884758868856832,Neutral
1221884119661142016,Neutral
1221882744608784385,Negative
1221883616453632000,Neutral
1226419554924060672,Neutral
1221882525989163008,Neutral
1221861887970893824,Neutral
1227452682463588352,Neutral
1221884617873072134,Negative
1221884744348192768,Neutral
1221882242395463680,Positive
1223448512018468864,Neutral
1221881079222718465,Negative
1227451733275742208,Neutral
1221883896763166726,Positive
1221634882088075265,Neutral
1221881141222957056,Neutral
1221881932956475393,Positive
1221881082498486277,Negative
1221880879443783682,Neutral
1221883801019785218,Negative
1221885158716006400,Negative
1226425764180045824,Negative
1226422819308888064,Neutral
1221880281474437123,Negative
1221884481998655490,Neutral
1226422529247580163,Neutral
1221880739555414019,Positive
1227452567346655232,Positive
1221884367246635014,Neutral
1221881503166189568,Neutral
1221884668355715072,Neutral
1226417347054985216,Neutral
1221881673278685185,Neutral
1221881103990120448,Neutral
1221881596778811392,Positive
1221884201286426625,Neutral
1221881181051981826,Neutral
1219012734781743106,Neutral
1221885214332522497,Neutral
1221882002745561089,Negative
1221881449521012736,Neutral
1221883304321961984,Neutral
1221881937507377154,Neutral
1221880668063436802,Neutral
1221884449937293313,Neutral
1221881678949507073,Neutral
1221882428018642944,Positive
1226421990808064000,Neutral
1221880957659230209,Neutral
1221854799412572162,Negative
1221884332698038273,Neutral
1221884209746317313,Positive
1221882656947871744,Neutral
1221883928648306689,Neutral
1221883060381278208,Negative
1221881569520095232,Positive
1221884018557407235,Neutral
1221879619038720000,Neutral
1221884436045844482,Neutral
1221884782885384192,Neutral
1221881569046073344,Neutral
1226427256471511042,Neutral
1221884785859186691,Neutral
1221882201241018368,Neutral
1221882373203165190,Neutral
1226408722483830784,Neutral
1221880903724675073,Neutral
1221885218421866498,Neutral
1221882101454254084,Neutral
1221884127152046082,Neutral
1221881244524470275,Negative
1221881387575365632,Neutral
1221882896065224705,Negative
1221882244333285382,Neutral
1221880784467959808,Negative
1221884236359069696,Positive
1221881316423147520,Neutral
1221882599884324866,Positive
1220447262033305605,Neutral
1221882619522101251,Neutral
1221880476375363585,Negative
1221880678272380929,Neutral
1221880827358916608,Positive
1221882448033787904,Neutral
1221882007577399297,Neutral
1221881218620383233,Negative
1221881882750615553,Positive
1227576343992393729,Positive
1221883084464906246,Positive
1221881199695749120,Neutral
1221881489509490688,Neutral
1221884398141919234,Negative
1221881363533574145,Negative
1221883728500338691,Neutral
1219714247762108418,Neutral
1221881935187922944,Neutral
1221883675727613952,Negative
1221882892558663680,Neutral
1221883029066567680,Neutral
1221884839240044545,Neutral
1221880850251382788,Neutral
1221882848333922304,Neutral
1221884815743639554,Neutral
1221882829623255040,Neutral
1221880362273583105,Negative
1226419823120269317,Neutral
1221880729975607296,Negative
1226418927057723394,Neutral
1227451945654325251,Positive
1227576985037221888,Neutral
1221880281021538305,Negative
1221881846226616321,Negative
1221881926803492866,Neutral
1221882094604947456,Positive
1221882152360476677,Neutral
1221884486465597440,Neutral
1221883757667418113,Neutral
1221881121794875394,Neutral
1221883377009283074,Neutral
1221883658879062023,Positive
1221883642147897349,Neutral
1221881643771867136,Positive
1221883252320931844,Negative
1221883701061210113,Neutral
1221884769299988482,Neutral
1221883011161038848,Positive
1221882470875963395,Neutral
1224587384714645505,Neutral
1221880320003317760,Positive
1221881153990397952,Neutral
1221881341177929728,Positive
1221883441727377410,Positive
1221878550371893249,Neutral
1221881287872602116,Neutral
1221884607819321349,Neutral
1221881775129010176,Neutral
1221880520562348039,Neutral
1227452474866520064,Neutral
1226409513844137985,Neutral
1221882276927213569,Neutral
1221883263247101952,Neutral
1221882801580015617,Neutral
1221885162276950016,Negative
1221881326766305282,Negative
1221883496135905281,Neutral
1221880998985699330,Neutral
1221882068046618624,Neutral
1221880989439447045,Negative
1221880958682574848,Neutral
1221881279454556167,Neutral
1217084460535074818,Neutral
1221880751156813825,Neutral
1221882092004442113,Negative
1224587201989763072,Neutral
1226425304895324160,Positive
1221883123367055360,Positive
1221030253080064000,Neutral
1227318865799077891,Positive
1221881057924059137,Negative
1221881366012481539,Neutral
1221880607602544640,Neutral
1221881064173514752,Neutral
1221881542072504320,Neutral
1221884342496120833,Neutral
1221884255883665414,Neutral
1221881120561750016,Positive
1221883755297673216,Neutral
1221882172065402880,Positive
1221885237518573568,Neutral
1221884581508534274,Positive
1221882710106497024,Negative
1221882173055229953,Neutral
1226408972640493568,Negative
1221840624468549632,Neutral
1226426331610652672,Neutral
1221884672017387522,Neutral
1221880405890162690,Negative
1221882255108341761,Neutral
1221880954093961217,Neutral
1221883514053976065,Neutral
1221883329026437120,Positive
1221883417719078912,Positive
1221884241857912833,Neutral
1220869732787806209,Neutral
1221884335499988992,Negative
1221883582731505664,Positive
1221880621473128449,Negative
1221884305670123521,Positive
1221882665579749376,Neutral
1221880711617163274,Neutral
1216471065611862018,Neutral
1221884653805744130,Neutral
1221884673787297793,Neutral
1224586421123670016,Positive
1221880877271191552,Neutral
1221883690789351428,Neutral
1227452179327471619,Neutral
1221882473849802753,Negative
1221883114085146624,Neutral
1221882223621758979,Neutral
1221882311190417409,Negative
1221882057397350402,Neutral
1221884413774004229,Neutral
1223409368747606017,Positive
1221880863731961873,Neutral
1221884983020851200,Positive
1220085163998220288,Neutral
1221883489513082880,Neutral
1221881672532156416,Neutral
1221790366904520704,Positive
1221885229046124546,Neutral
1221882794411995137,Negative
1227577490169876480,Neutral
1224586623226142720,Neutral
1221882400923365379,Neutral
1221880751454552066,Neutral
1221882739277881344,Positive
1221874030002741248,Neutral
1221880421757210630,Negative
1221881082880188416,Neutral
1221884327564316672,Positive
1221882849080627200,Neutral
1221884704154116099,Positive
1221883143885611009,Positive
1221880444951638018,Positive
1221882342303772673,Positive
1221884596234727424,Neutral
1220472904405671939,Neutral
1221882459878580224,Positive
1221883814168973313,Neutral
1221501562889084928,Neutral
1221880569660891141,Neutral
1221873448152195072,Neutral
1221883518676094978,Neutral
1221883056102965248,Neutral
1221881657910792199,Neutral
1221884639305981954,Positive
1221884590371016705,Neutral
1221881473013186562,Positive
1221884494887694336,Neutral
1221884912581644288,Positive
1221882018914541576,Neutral
1221859566373277697,Neutral
1224587260101898240,Positive
1221883081629556736,Neutral
1226418150046158848,Positive
1221881946659311616,Positive
1221883061857591304,Neutral
1221882291015897088,Neutral
1221883769289945089,Neutral
1221568226439639047,Neutral
1221880918161469441,Neutral
1221881408005836801,Neutral
1221882041337368577,Neutral
1217972161866092547,Neutral
1221882794558873600,Neutral
1221881165717680130,Neutral
1221881423906398208,Negative
1221883787405156358,Neutral
1221880912847294466,Negative
1221831554701451270,Positive
1227451830147440643,Positive
1221884351006355458,Neutral
1221882650903875590,Positive
1221884801797541888,Negative
1221880935479676930,Neutral
1221880394905276422,Positive
1221881264757788672,Neutral
1221883679166865408,Neutral
1221882931406417928,Neutral
1221883957744218113,Neutral
1221884585258160129,Neutral
1221880743560871936,Positive
1221881195652354048,Neutral
1221882192500084736,Positive
1221883217701167104,Neutral
1221882354702135303,Neutral
1221881523529506819,Neutral
1221881620459855873,Neutral
1221702787207172097,Neutral
1221884613116727297,Neutral
1221881534048821251,Positive
1221880477591703559,Neutral
1221881717398691841,Neutral
1221881551199391745,Positive
1221881531591024640,Neutral
1226408437074071552,Neutral
1221884765822951424,Neutral
1221884213479211008,Neutral
1221882373400195072,Neutral
1227577027970072576,Negative
1221726515861381120,Neutral
1221885153586425859,Neutral
1221881743571148801,Neutral
1221881931350118401,Positive
1221884274216972289,Neutral
1221829672259989506,Negative
1221883574112133121,Neutral
1221882333357318145,Neutral
1217182879761031169,Positive
1221879596464902146,Neutral
1221883950844477440,Positive
1221880631728181250,Neutral
1217445901343625216,Positive
1221881114756812801,Negative
1221660682204086272,Negative
1221884694020620288,Neutral
1226425877371793408,Positive
1223563017041981440,Negative
1221881622871539712,Neutral
1226407311675097091,Neutral
1221881731369881611,Negative
1221883137413861376,Negative
1221882377904979968,Neutral
1221880346708512769,Neutral
1221882200284704768,Neutral
1221881519565889544,Neutral
1221884385550651392,Neutral
1221884023783469057,Neutral
1221880733825822720,Neutral
1221881299830484995,Neutral
1224586595224956929,Neutral
1221881186273964034,Neutral
1221883681482137600,Negative
1221882337841098752,Neutral
1221880159235723265,Neutral
1221884058822750209,Positive
1221880530691678208,Neutral
1221881064492273665,Neutral
1226407414708293632,Neutral
1226409658589511681,Neutral
1221554008218906625,Negative
1221529552989630464,Neutral
1221882869427163136,Neutral
1221881208205910016,Negative
1221880741656780801,Negative
1221885264433483776,Neutral
1221882696407965696,Negative
1221880974218350596,Neutral
1221881649371271168,Neutral
1221881520316731392,Negative
1221881629918015488,Neutral
1221884210480386053,Positive
1221883879193284608,Neutral
1221880412525514759,Neutral
1221883626347995143,Positive
1221881085262487552,Neutral
1221883335099781120,Positive
1221884899566804992,Neutral
1221885099492495362,Neutral
1221881967807025152,Positive
1226409399188643840,Neutral
1221882728175542272,Positive
1226419652689039360,Neutral
1221881763263385600,Neutral
1227451944601563136,Neutral
1221880865766232064,Neutral
1221882783431385088,Neutral
1221881974568169472,Neutral
1221881554764472321,Positive
1226426928715923457,Neutral
1221884602257694720,Neutral
1221882345139200000,Neutral
1226408804725743616,Neutral
1221884620494589952,Neutral
1223561119308095489,Neutral
1221880623712940032,Neutral
1221882116394438662,Neutral
1221881029381648384,Neutral
1221881685865902080,Neutral
1221881483822030849,Neutral
1226420577419874304,Neutral
1224587065649762305,Neutral
1221882939845365761,Positive
1221884789151670273,Positive
1221882806768480256,Negative
1221884889286561792,Neutral
1221872237181128706,Negative
1227577319524573184,Neutral
1221880805682831360,Neutral
1221882952306647042,Neutral
1221884990528671753,Negative
1221884090632278018,Negative
1221882192852406272,Neutral
1221884697304805376,Neutral
1221880775831887872,Neutral
1221880910968184833,Positive
1221881671496146944,Neutral
1227451286951473152,Positive
1221880932833034242,Neutral
1221884073356025857,Positive
1221882978256793600,Positive
1221527408752365568,Neutral
1221883652340056064,Neutral
1218972767615430656,Positive
1221880916106207234,Neutral
1221884956311461893,Negative
1221881644400902145,Neutral
1221882446192484352,Positive
1221882647502303235,Positive
1221881704471781377,Neutral
1221885091170988032,Neutral
1221525535769018376,Neutral
1221882970551869441,Neutral
1221884287382847488,Neutral
1221882925496590336,Neutral
1221881149204717568,Neutral
1226423242249920515,Positive
1221880718126612487,Neutral
1221884808445513730,Positive
1221878669959991300,Neutral
1221881140186841091,Negative
1221884260652670976,Negative
1221881828933603329,Negative
1221882490840895489,Neutral
1228685973413941248,Neutral
1221883587185782785,Positive
1221882706193256448,Neutral
1221884194000920578,Neutral
1221880386420199425,Negative
1221882201626808321,Neutral
1221883641934028800,Negative
1227576550700277761,Negative
1221884281414352896,Neutral
1224587178837192706,Neutral
1221884581084913664,Negative
1226425641916157952,Neutral
1221882152096358403,Negative
1221881789310033921,Negative
1226426918188310528,Neutral
1226419727028965376,Neutral
1221884748357869568,Positive
1221884768234721283,Neutral
1224586918991663105,Positive
1221883944980926465,Negative
1221853382039756801,Neutral
1221884005169221634,Positive
1221881335624687616,Neutral
1221884693924208640,Positive
1221883660540006400,Neutral
1221881354587119622,Negative
1221881655222329344,Neutral
1221883673835921408,Positive
1226408207154925568,Neutral
1221868476689719303,Neutral
1221882645526798337,Neutral
1221881047274737665,Neutral
1221883232226107393,Neutral
1221882636253134849,Neutral
1221882873835290625,Neutral
1221163462925127687,Neutral
1221884732138541056,Neutral
1227576943371018240,Neutral
1221882879170555904,Positive
1221882226671083526,Neutral
1221881224236584960,Neutral
1223561269921357825,Neutral
1221881524284461056,Positive
1221877245704384514,Neutral
1221881475794120704,Positive
1221885252014157826,Neutral
1221881714986844163,Neutral
1221880959399755777,Neutral
1220595384906670080,Neutral
1221880348457435137,Neutral
1221884485135994883,Neutral
1227452174550077441,Neutral
1221884924233441285,Neutral
1221880799831777281,Neutral
1221652144085970944,Neutral
1221883281530028036,Positive
1221881956776009728,Neutral
1221883061345902592,Negative
1221882640199974912,Neutral
1221884847955771392,Positive
1221883029272039426,Neutral
1221883437088411648,Negative
1221882293595361281,Neutral
1221881522640314368,Positive
1221803247947735041,Negative
1221881165730263041,Neutral
1221883750369386498,Neutral
1221869835262578694,Neutral
1221883877943320582,Neutral
1224586844614070277,Neutral
1221679211527778304,Neutral
1221881316465152002,Neutral
1221882710316199936,Neutral
1221883461948116992,Neutral
1221884977345912832,Positive
1221883754869903360,Positive
1221883679653404672,Neutral
1221242057345421312,Neutral
1226427888142077953,Neutral
1221882415670616071,Negative
1221878555841265664,Negative
1221883536317259778,Negative
1221884456983810048,Neutral
1221882038883692547,Neutral
1221881310282764288,Negative
1221879294542172163,Negative
1221882509824286721,Neutral
1221880502757490691,Positive
1221881965282037760,Neutral
1221882165379530752,Neutral
1221880835630141442,Neutral
1221882430765838336,Neutral
1221880319877447686,Negative
1221882222627774465,Positive
1221881456613564420,Neutral
1226424463622844417,Neutral
1221883787358998529,Neutral
1221882615579455489,Negative
1221883842115534849,Neutral
1221882069342658561,Positive
1221884922991992832,Positive
1221884284505554944,Neutral
1221881232931328001,Neutral
1221884620548997121,Negative
1221885030659739649,Positive
1221885127237697537,Neutral
1221879830536499200,Positive
1221883430205579264,Neutral
1221882875978665986,Neutral
1221872126333988864,Positive
1221881695701479424,Neutral
1227451391855210496,Neutral
1221883614318747648,Neutral
1221884596838715393,Neutral
1221882037096927232,Negative
1223448515399077888,Positive
1221883769961009152,Neutral
1221884559178043392,Neutral
1221884722302869504,Positive
